"id","user","userID","game","gameIndex","achieved","total","percent","common","mangled","passphrase","random","overallTendency","overallRatings","overallScores","overallGuessesLog10","overallGuesses","commonTendency","commonRatings","commonScores","commonGuessesLog10","commonGuesses","mangledTendency","mangledRatings","mangledScores","mangledGuessesLog10","mangledGuesses","passphraseTendency","passphraseRatings","passphraseScores","passphraseGuessesLog10","passphraseGuesses","randomTendency","randomRatings","randomScores","randomGuessesLog10","randomGuesses"
"13","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KbZy6iddLDL-VC-yNMU","4","975","1100","89","5","5","0","1","-0.2727272727272727","1.9090909090909092","2.1818181818181817","4.519214607471377","909103828.7272727","-0.6","1.4","2","4.064340244327631","16767.6","0","2","2","3.877931892100713","11655.4","NaN","NaN","NaN","NaN","NaN","0","4","4","10.000000000043428","10000000001"
"14","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KbZyQ8Jq58aEdwjTfbr","5","825","1000","83","2","4","1","3","0.5","3.1","2.6","6.238959935701293","3009481576.3","1","2.5","1.5","3.6237077205006343","13527","0.75","2.75","2","4.291657239959386","65476.5","1","4","3","7.9755549560438235","94526800","-0.3333333333333333","3.6666666666666665","4","10.000000000043428","10000000001"
"15","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KbbD87mQciozfgeLfX-","6","650","800","82","1","4","1","2","0.25","2.875","2.625","6.021838063083032","2501128089.875","2","4","2","4.311584347204303","20492","0","2","2","4.228421802843533","25836.25","1","4","3","6.949432945998965","8900880","-0.5","3.5","4","10.000000000043428","10000000001"
"16","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KbbDSgcE8xQ0yb9N_9F","7","1075","1200","90","1","4","3","4","-0.08333333333333333","2.9166666666666665","3","7.027552972904264","2730801231","0","2","2","4.466155564752209","29252","-0.25","1.75","2","4.395591581072221","33092.75","0.6666666666666666","4","3.3333333333333335","7.62237958911627","56481048.666666664","-0.5","3.5","4","9.85374375461532","8150002500.75"
"17","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KbbDodwxPGgZ1EHoYmh","8","975","1000","98","2","3","3","2","-0.1","2.8","2.9","6.688490381613062","1707832691.4","0","1.5","1.5","3.457690629943503","10693","-0.3333333333333333","1.6666666666666667","2","4.539356837782428","49509.666666666664","0","4","4","8.909400572807252","959382332.6666666","0","4","4","9.811625162237288","7100005000.5"
"18","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-Kbjh31tNhF3gWS83Bhd","9","1350","1500","90","2","4","5","4","-0.26666666666666666","2.8","3.066666666666667","7.055947863525017","2767001504.6666665","-0.5","1.5","2","4.278982045360326","19305","-0.25","1.5","1.75","3.968125203477036","44252.5","0.2","4","3.8","8.281750609614544","300961389.2","-0.75","3.25","4","10.000000000043428","10000000001"
"19","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KfLzjy3_O6Qn5zs965y","10","725","900","81","0","2","5","2","0.5555555555555556","3.888888888888889","3.3333333333333335","7.807918304134514","2407232916.4444447","NaN","NaN","NaN","NaN","NaN","0","2","2","4.789824147491592","62812","0.8","4.4","3.6","8.138323288428115","332994124.4","0.5","4.5","4","10.000000000043428","10000000001"
"20","1OjmvT2ih6draa2YOyZwuI4ZDRg2","6","-KfM-5154MXFe-29aAgS","11","900","1000","90","5","0","3","2","-0.2","2.7","2.9","6.3439647879438885","2098058158.6","-0.6","1.4","2","3.994152993369626","10552","NaN","NaN","NaN","NaN","NaN","0.3333333333333333","4","3.6666666666666665","7.822960970834633","326842941.3333333","0","4","4","10.000000000043428","10000000001"
"21","34W85Aa4pkcOEoOOftbEUVRLR8H3","7","-K_20Mg-0PWP8yYeRFpo","1","725","900","81","0","4","1","4","-0.3333333333333333","2.888888888888889","3.2222222222222223","8.026559874044462","4530488422.777778","NaN","NaN","NaN","NaN","NaN","-0.5","1.75","2.25","5.845217340628308","13251705.25","-1","3","4","8.85816950371322","721388980","0","4","4","10.000000000043428","10000000001"
"22","34W85Aa4pkcOEoOOftbEUVRLR8H3","7","-K_20hKLLqpinPaLm0kK","2","1875","2200","86","5","7","4","6","0.13636363636363635","3.0454545454545454","2.909090909090909","6.873909591676278","2669420600.7727275","-0.4","1.6","2","4.215306469567927","18175.4","0.2857142857142857","2.2857142857142856","2","5.024233270812585","202335.57142857142","-0.25","3.75","4","8.802987039278793","716436496.5","0.6666666666666666","4.666666666666667","4","9.961316269372539","9310000000.833334"
"23","34W85Aa4pkcOEoOOftbEUVRLR8H3","7","-K_2127iH9jXgW3dUcGL","3","2250","2800","81","8","9","6","5","-0.7142857142857143","2.0714285714285716","2.7857142857142856","6.465191990049887","1851440101.5","-0.625","1.375","2","4.181678057877802","16323.625","-0.5555555555555556","1.5555555555555556","2.111111111111111","5.269066903923748","11220517.111111112","-1.3333333333333333","2.5","3.8333333333333335","8.358391520473921","289867932.3333333","-0.4","3.6","4","10.000000000043428","10000000001"
"24","4Y07tRQsumhszz33EgTre2BG3mK2","8","-KYFXKtktIAAAk_jjV13","1","2425","3200","76","12","4","8","8","-0.53125","2.4375","2.96875","6.833750185776881","2660140399.96875","-0.16666666666666666","1.8333333333333333","2","4.110598118359353","15087.583333333334","1.25","3.25","2","5.004706196633094","189693","-1.875","2","3.875","8.666750467208512","640444121","-0.625","3.375","4","10.000000000043428","10000000001"
"25","5UfbfQprNSfxpbCUQ4DK2h6xElJ3","9","-KYFJOhUUJArFoJMlWZn","1","2025","2600","78","3","6","9","8","-0.8076923076923077","2.4615384615384617","3.269230769230769","7.502747356360396","2590931495.5384617","-0.6666666666666666","1.3333333333333333","2","3.7591948032644833","7839.666666666667","-0.16666666666666666","1.8333333333333333","2","4.792449461237099","89771.83333333333","-1.5555555555555556","2.3333333333333335","3.888888888888889","8.527039622986436","487515192","-0.5","3.5","4","9.786974185159536","7872002500.75"
"26","6o8nsLc67nPtIPmmuFE0UdG3iih1","10","-KYKnG_k_9LNM8pXYwiA","1","1550","2000","78","4","6","4","6","0.7","3.8","3.1","7.085962962565475","3858210467.35","1.5","3.5","2","3.9823500714417133","15311.25","0.8333333333333334","3.3333333333333335","2.5","5.312089982220049","3285036490.8333335","0.25","4","3.75","8.549331311409404","551482288","0.3333333333333333","4.333333333333333","4","9.95333230443079","9208000000.833334"
"27","71bG32N9BxeDhoy3wqjW4AflOcq1","11","-KYFG1h7gbTqyQ231Rex","1","1550","2400","65","3","8","7","6","-0.75","2.25","3","6.901343384608734","2604993248.2083335","-0.3333333333333333","1.6666666666666667","2","3.938146502591827","13041","0.5","2.5","2","4.444779398833719","113756.75","-2.142857142857143","1.5714285714285714","3.7142857142857144","8.322795218843408","359841253.4285714","-1","3","4","10.000000000043428","10000000001"
"28","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYFBU4bXurPlWRP8TGA","1","2175","2600","84","3","8","6","9","0.11538461538461539","3.1153846153846154","3","7.155166136833253","3520579104.3846154","0","2","2","4.381741064312851","24731.666666666668","0","2","2","4.675683213970981","83777","1.1666666666666667","4.5","3.3333333333333335","7.580605108761218","255718715.66666666","-0.4444444444444444","3.5555555555555554","4","10.000000000043428","10000000001"
"29","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYFBrNQXS8dFJ0YvQW1","2","875","1000","88","4","1","1","4","0.1","3","2.9","6.712529834097782","4002096127.5","-0.5","1.5","2","3.5700026407498404","6009.75","1","3","2","5.5314789170422545","340000","0","3","3","7.313808860762482","20597232","0.5","4.5","4","10.000000000043428","10000000001"
"30","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYFCDFzBE4vfW8zy-GG","3","900","1000","90","3","1","3","3","0","3.2","3.2","7.073788926123551","3055563950.6","0","2","2","4.110736091789718","14203.333333333334","1","3","2","3.6363875858131562","4329","0","4","4","8.256431133307638","185197521.33333334","-0.3333333333333333","3.6666666666666665","4","10.000000000043428","10000000001"
"31","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYFCf1Pas-v0sVPBLv4","4","875","1000","88","5","3","0","2","0.1","2.5","2.4","5.49643366057928","2000032113.6","0.2","2.2","2","4.179647281773555","15451.8","0.6666666666666666","2.6666666666666665","2","4.688700065612722","81291.66666666667","NaN","NaN","NaN","NaN","NaN","-1","3","4","10.000000000043428","10000000001"
"32","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYGVEmAnzTA99K9mziq","5","800","1000","80","2","5","2","1","0.8","3.4","2.6","6.190730589137476","1158897297","1.5","3.5","2","4.384102182808183","24585.5","1","3","2","5.071063784235738","159653.6","0","4","4","8.891891302268139","794062765","0","4","4","10.000000000043428","10000000001"
"33","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYGVc_kB7p8C2qGlRGj","6","825","900","92","3","0","5","1","-0.3333333333333333","2.7777777777777777","3.111111111111111","6.993249543023086","1290454875.3333333","0","2","2","4.092163966894284","18354.333333333332","NaN","NaN","NaN","NaN","NaN","-0.4","3.2","3.6","8.132550797296298","322807762.8","-1","3","4","10.000000000043428","10000000001"
"34","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYGVvqHiCx2krh2yH-z","7","925","1000","93","3","4","1","2","0.1","2.7","2.6","6.048879218931405","2053627293.1","0.6666666666666666","2.6666666666666665","2","4.069807027567505","16570.666666666668","0","2","2","4.887581065000618","92190.25","-1","3","4","8.729046846522204","535854456","0","4","4","10.000000000043428","10000000001"
"35","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KYGWGh3yMnI6j2ngzjP","8","1000","1100","91","3","2","4","2","0","3","3","6.8841918468868135","1962808286.1818182","0","2","2","4.127406995072274","17790","1","3","2","5.097488841241351","170768","-0.25","3.5","3.75","8.28722791199214","397624060","-0.5","3.5","4","10.000000000043428","10000000001"
"36","75mZOzels9UwhQKpxf04iyg6mAE2","12","-KaXMtX8ZaqCAPARFaNc","9","950","1100","87","3","1","2","5","-0.36363636363636365","2.8181818181818183","3.1818181818181817","7.483317422707383","4582902195.818182","-0.3333333333333333","1.6666666666666667","2","3.77605890494695","6097.333333333333","1","3","2","4.701196560612873","50257","-0.5","3","3.5","8.143559187055175","205927800","-0.6","3.4","4","10.000000000043428","10000000001"
"37","8B7xwXCkrOatGCeNJhWTCTnej3f1","13","-KeZRNqhIdTGdNWQ8Ket","1","2250","2800","81","4","5","9","10","-0.2857142857142857","3.0357142857142856","3.3214285714285716","7.786120896595115","3503752738","-0.5","1.5","2","4.21926168231781","18500.75","0.8","2.8","2","5.070278615485992","176706.8","-1.3333333333333333","2.5555555555555554","3.888888888888889","8.4640625397195","451567679.7777778","0.2","4.2","4","9.960638244048647","9404001000.9"
"38","9EGGoT09dwebYGVUJCsNwR698EI2","14","-KYFNEI0BJONulMEvH_C","1","1775","2200","81","3","9","5","5","-0.22727272727272727","2.590909090909091","2.8181818181818183","6.708671026138479","2171486799.2272725","0","2","2","4.045982823878777","12050.333333333334","0.4444444444444444","2.4444444444444446","2","4.964499101916485","206686.88888888888","-1.8","1.8","3.6","8.210465671924108","504562649.2","0","4","4","9.943998765308262","9049600000.8"
"39","9bmMG1xbbQMuckZ92Da5E1CexLD3","15","-KYFUXBj3CPEu6AY3BdE","1","2925","3800","77","9","10","15","4","0.8157894736842105","3.763157894736842","2.9473684210526314","6.579663895179043","827577173.3421053","0.3333333333333333","2.2222222222222223","1.8888888888888888","3.900897081529301","13257.555555555555","1.4","3.4","2","4.7384608483100905","95935.9","0.6666666666666666","4.6","3.933333333333333","8.62695214840635","569669593.8666667","1","5","4","9.532565893460934","5725452500.5"
"40","9bmMG1xbbQMuckZ92Da5E1CexLD3","15","-KYFokud39sCIKRrc4S7","2","2425","2700","90","7","5","4","11","0.4074074074074074","3.4074074074074074","3","7.158661555481853","3902591553.185185","0.14285714285714285","2","1.8571428571428572","4.0138647329933255","14422.857142857143","0.2","2.2","2","4.819359831407725","170530.8","0.5","4","3.5","7.852645453242929","147254578","0.6363636363636364","4.636363636363637","4","9.970857081549672","9525454546.363636"
"41","9bmMG1xbbQMuckZ92Da5E1CexLD3","15","-KYFp0RtVtn7O3C_UedB","3","3425","3800","91","7","6","12","13","0.2894736842105263","3.5789473684210527","3.289473684210526","7.6587566026816996","3395813883.5526314","0","2","2","4.097888337797302","14955.714285714286","0","2.1666666666666665","2.1666666666666665","5.201996842704803","16723821.166666666","0.16666666666666666","4","3.8333333333333335","8.481404615083308","554706662.1666666","0.6923076923076923","4.6923076923076925","4","9.950668930776535","9406461539.384615"
"42","9kcTKt5CPVUJGBFSku7TIBxJkY82","16","-Keok1B2nQtS2Sgj-qa_","1","2950","4000","74","8","17","5","10","0.05","2.775","2.725","6.393590488167428","2569143183.725","-0.125","1.875","2","3.787584849550885","10599.125","0.8823529411764706","2.8823529411764706","2","4.857161405217714","130317.64705882352","-1.4","2.4","3.8","8.574239368230934","552685429.2","-0.5","3.5","4","10.000000000043428","10000000001"
"43","BM6HxytZpfa7MwZAGlUh9wE9HzL2","17","-KZ3CJsV6V7ezHgWSpXg","1","2000","2500","80","5","9","3","8","-0.64","2.2","2.84","6.774429521019543","2990152602.08","-1","1","2","4.208353122086118","16443.8","-0.5555555555555556","1.4444444444444444","2","4.877322858992946","136188.44444444444","-1","2.6666666666666665","3.6666666666666665","8.272371842084214","238835710","-0.375","3.625","4","9.950743894733609","9254500000.875"
"44","C2nAIpH7HzaT4fuchSPPkWnq9Ek1","18","-Kf2ony3y-baa1MZ0keX","1","2275","2600","88","9","4","5","8","-0.4230769230769231","2.5384615384615383","2.9615384615384617","6.889886500856584","3115034014.730769","-0.3333333333333333","1.6666666666666667","2","4.133187854451716","16943.11111111111","-0.25","2","2.25","5.398062108293072","920451.75","-1.4","2.2","3.6","8.069221979737208","197410016","0","4","4","10.000000000043428","10000000001"
"45","DFI2bTstyOXVWJFlE3oMbFi0Cto2","19","-KYOSiQIVioUtiE_7H7c","1","2350","3100","76","10","6","7","8","-0.7096774193548387","2.129032258064516","2.838709677419355","6.572780710377998","2668815017.516129","-0.8","1.1","1.9","3.784888244964306","11557.9","0.3333333333333333","2.3333333333333335","2","4.6538126639460335","56513.333333333336","-1.7142857142857142","1.8571428571428572","3.5714285714285716","8.28349194115017","390401553.71428573","-0.5","3.5","4","10.000000000043428","10000000001"
"46","DMAceWb7izO6r7Oh77fFrknooJQ2","20","-KYF8MK2qb3L4oUMmr4B","1","2525","3200","79","8","5","11","8","-0.03125","3.125","3.15625","7.124667109051085","2315350547.75","0.25","2.25","2","4.249318668164382","19464.125","1.4","3.4","2","4.77382629827156","85628","-0.9090909090909091","3","3.909090909090909","8.346143858059508","352965788","0","4","4","9.789760526788408","8776001250.875"
"47","DQ4l5E7LaRNWJ853R2oFSsGOQAB2","21","-KYJ5A-A7NTjfpQDCASQ","1","1800","4000","45","6","5","13","16","-2.2","1.125","3.325","7.868020321341966","3925990549.225","-1","1","2","4.15178299285531","15422.166666666666","-0.8","1.2","2","4.86721229981614","79890.8","-2.5384615384615383","1.0769230769230769","3.6153846153846154","8.174483321807303","446085382.15384614","-2.8125","1.1875","4","9.950360638373198","9452501250.875"
"48","EoCwFnVjn3QRuvVE8WQHxYiWqQx2","22","-KZYb1o06lg44JbBNgmo","1","1200","1800","67","4","5","4","5","-0.4444444444444444","2.5","2.9444444444444446","6.922023565136075","2246787773.9444447","0","2","2","4.150748848059817","17077.5","0.8","2.8","2","4.9852506622348205","157778","-2.75","1","3.75","8.474096469614826","640330682","-0.2","3.8","4","9.834157918115334","7576000000.6"
"49","EoCwFnVjn3QRuvVE8WQHxYiWqQx2","22","-KZYbQMRf-Gy9hiMYMOK","2","2275","2600","88","7","6","7","6","0.11538461538461539","3.076923076923077","2.9615384615384617","6.669690578818787","2401450272.9615383","0.42857142857142855","2.4285714285714284","2","4.080062303217086","16210.714285714286","0.8333333333333334","3","2.1666666666666665","4.74181007621099","366250.6666666667","-0.7142857142857143","3","3.7142857142857144","8.057236924177483","347913730.28571427","0","4","4","10.000000000043428","10000000001"
"50","Ezhwiep5ehYXUFFPz7D3zLttK2E3","23","-KYFXvNWqtBd9tYXYeXu","1","1650","2100","79","7","3","4","7","-0.7619047619047619","2.1904761904761907","2.9523809523809526","6.775656363303418","3402875722.428571","-0.5714285714285714","1.2857142857142858","1.8571428571428572","3.8363397864313518","16903","0","2","2","4.005630534180817","19244.333333333332","-1.75","2","3.75","8.354378380376467","365053527.5","-0.7142857142857143","3.2857142857142856","4","10.000000000043428","10000000001"
"51","G3HTkrbQZ4Q2IMg6TYR7QFVkwHq1","24","-KYFAw0jLK7M7hDaue-J","1","2625","3400","78","12","6","6","10","-0.9117647058823529","2.1176470588235294","3.0294117647058822","6.921796182848596","5535802562.705882","-0.75","1.25","2","4.186491760995368","19020.5","-0.3333333333333333","2.3333333333333335","2.6666666666666665","6.1228266365133805","16666950635.333334","-2","1.8333333333333333","3.8333333333333335","8.275613238700693","392692511","-0.8","3.2","4","9.87125298336234","8585920000.8"
"52","GKMdxG6CwnXsYvXDkWJW3hzN0BO2","25","-Kh6SmUPNjHGQMDtWPQE","1","2375","2700","88","4","5","10","8","0.25925925925925924","3.4444444444444446","3.185185185185185","7.4012769064525195","2602872889.5185184","-0.25","1.75","2","4.230649698827636","18777","0.2","2.4","2.2","4.950715244043922","497270.2","0.5","4","3.5","7.964449744531892","179098655.2","0.25","4.25","4","9.814225501671121","8560502500.75"
"53","HzZcR0ujYwVaKj0QdFymaxR8T9w2","26","-KbZvZX9peBJBQiISLUW","1","1375","1800","77","4","5","3","6","-0.05555555555555555","2.888888888888889","2.9444444444444446","6.886582566360689","3366707648.4444447","0","1.75","1.75","3.8039776391979494","11439","0.6","2.6","2","4.7729694538808145","92942.8","-1.6666666666666667","2.3333333333333335","4","8.29257612267865","200075732","0.16666666666666666","4.166666666666667","4","10.000000000043428","10000000001"
"54","I7k9nwZpbvQzEueaZf5V4Kx8JuB2","27","-Kh9-zsfbd0bc5n79G4v","1","1425","1700","84","5","5","1","6","-0.4117647058823529","2.4705882352941178","2.8823529411764706","6.649847291285447","3043666162.882353","-0.6","1.4","2","3.942880200995956","13884.8","-0.6","1.6","2.2","5.078600350336179","324986.6","0","4","4","8.869589811015079","740610408","-0.16666666666666666","3.8333333333333335","4","9.845068564029473","8500003334"
"55","IdXExLxy6XdvcGTGBeZgVXHZNGU2","28","-KYF6JIxdWxl6YUuVKY-","1","2950","3700","80","12","8","7","10","-0.16216216216216217","2.7837837837837838","2.945945945945946","6.779048291535691","2843471308.783784","-0.08333333333333333","1.9166666666666667","2","4.171748375735052","17015.666666666668","1","3.125","2.125","4.933721172270948","1311382.625","-1.7142857142857142","2.2857142857142856","4","8.756290985628299","742534738","-0.1","3.9","4","10.000000000043428","10000000001"
"56","IkmT6OzYRKaMGQC1JoO0ID2yeSA3","29","-KYFUJhx2Xj-3sB05QzG","1","1850","2600","72","7","5","6","8","-0.3076923076923077","2.6923076923076925","3","6.8579943177120075","2903494755.6923075","-0.2857142857142857","1.7142857142857142","2","4.1447195485998165","17523.428571428572","1.4","3.4","2","4.4799626136294055","35570.6","-2.1666666666666665","1.5","3.6666666666666665","7.89392057247003","348427187.3333333","0","4","4","9.941434864668281","9175000000.875"
"57","J35xownco3UQSJtObmC5i9z0FB62","30","-KYFWc7x0_95IlSVBiSY","1","2550","3100","83","5","9","8","9","0.06451612903225806","3.064516129032258","3","7.070224195503023","3041362031.516129","0","2","2","4.3171127075574045","21797.2","1","3","2","4.603643229588563","47810.444444444445","-0.375","3.25","3.625","8.269824682014853","535210461","-0.4444444444444444","3.5555555555555554","4","10.000000000043428","10000000001"
"58","JSgjgFbIh8eC9qwTnZLxxGGKNRR2","31","-KYFXRAyVZHJGou7_dk4","1","1200","1600","75","3","5","4","4","-0.75","2","2.75","6.494888298596668","2116745846.25","-1","1","2","4.016835938397393","14036.333333333334","-0.2","1.8","2","4.818257500870663","123558.8","-0.75","2.25","3","7.06123463520716","116818408.5","-1.25","2.75","4","9.882869729293134","8350000000.75"
"59","JSgjgFbIh8eC9qwTnZLxxGGKNRR2","31","-KYFXgsLd-4oPf91hYuR","2","1650","2700","62","6","4","12","5","-1.1111111111111112","1.962962962962963","3.074074074074074","7.01217395374615","1969238349.4074075","-0.16666666666666666","1.6666666666666667","1.8333333333333333","3.8961105641436427","13887.5","1","3","2","5.007643464865476","169182","-2.3333333333333335","1.3333333333333333","3.6666666666666665","7.993454958883764","264056281.33333334","-1","3","4","10.000000000043428","10000000001"
"60","JSgjgFbIh8eC9qwTnZLxxGGKNRR2","31","-KYFXvz6m1q9hUQxg8ui","3","2075","3100","67","10","6","7","8","-1.1290322580645162","1.8387096774193548","2.967741935483871","6.736205571872432","2695455431.903226","-0.4","1.6","2","3.978798360409384","11599.2","0.16666666666666666","2.1666666666666665","2","4.808204576831399","82294.5","-2.857142857142857","1.1428571428571428","4","8.597880237516529","508358374.5714286","-1.5","2.5","4","10.000000000043428","10000000001"
"61","JSgjgFbIh8eC9qwTnZLxxGGKNRR2","31","-KYFY1RuistA9p0TO-gk","4","2875","4000","72","9","12","10","9","-0.625","2.3","2.925","6.768558850966052","1958713017.2","0.4444444444444444","2.4444444444444446","2","4.179478415531361","16294.111111111111","0.16666666666666666","2.25","2.0833333333333335","5.074895255875962","986813.6666666666","-1.8","2","3.8","8.384428612883752","522452227","-1.4444444444444444","2.5555555555555554","4","9.820446566612299","8123556667.444445"
